"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ICVP","ICVP","","","",0,*,"","","","null {[]} {[]}
","ICVP","Data elements for the Model International Certificate of Vaccination or Prophylaxis.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ICVP.name","ICVP.name","","","",1,1,"","","","string {[]} {[]}
","Name","The full name of the client","","","","","","","","","",,,,,"",,,,"DVC.name",1,1,"",""
"ICVP.dob","ICVP.dob","","","",1,1,"","","","date {[]} {[]}
","Date of Birth","Date of Birth","","","","","","","","","",,,,,"",,,,"DVC.dob",1,1,"",""
"ICVP.sex","ICVP.sex","","","",0,1,"","","","code {[]} {[]}
","Sex","Sex","","","","","","","","","",,,,,"",,,,"DVC.sex",0,1,"",""
"ICVP.nationality","ICVP.nationality","","","",0,1,"","","","code {[]} {[]}
","Nationality","Nationality","","","","","","","","","",,,,,"",,,,"DVC.nationality",0,1,"",""
"ICVP.nid","ICVP.nid","","","",0,1,"","","","Identifier {[]} {[]}
","National Identification Document","National Identification Document","","","","","","","","","",,,,,"",,,,"DVC.nid",0,1,"",""
"ICVP.ndt","ICVP.ndt","","","",0,1,"","","","code {[]} {[]}
","National ID Document Type","National ID Document Type","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v2-0203","",,,,"DVC.ndt",0,1,"",""
"ICVP.guardian","ICVP.guardian","","","",0,1,"","","","string {[]} {[]}
","Parent/Guardian","Name of Parent or Guardian","","","","","","","","","",,,,,"",,,,"DVC.guardian",0,1,"",""
"ICVP.issuer","ICVP.issuer","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Document issuer","Document issuer","","","","","","","","","",,,,,"",,,,"DVC.issuer",0,1,"",""
"ICVP.vaccineDetails","ICVP.vaccineDetails","","","",1,*,"","","","http://smart.who.int/icvp/StructureDefinition/ICVPVaccineDetails {[]} {[]}
","Vaccine Details","Vaccine Details","","","","","","","","","",,,,,"",,,,"DVC.vaccineDetails",1,*,"",""
