Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.trust.json	25231	-	0	0	0	0	0	0	6	175	0	0	0	0	0	0	0	1	0	0	109	161	0	0	0	3	0	1
fsh-generated/resources/ActorDefinition-Holder.json	580	11	0	0	1	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	35	36	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-Issuer.json	908	7	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-Receiver.json	620	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	31	19	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-TrustNetworkAnchor.json	503	7	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	31	20	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-TrustNetworkParticipant.json	537	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	32	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Participants.json	575	8	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	21	6591	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-WHO.TRUST.ACTOR.json	1054	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	20	179	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-WHO.TRUST.DOMAIN.json	1452	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	26	177	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-WHO.TRUST.KEYUSAGE.json	1547	8	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	22	153	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-WHO.TRUST.TRANSACTION.json	686	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	20	154	0	0	0	0	0	0
fsh-generated/resources/Requirements-DistributeBusinessRules.json	592	8	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0
fsh-generated/resources/Requirements-DistributeBusinessRulesCertLogic.json	840	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	29	24	0	0	0	0	0	0
fsh-generated/resources/Requirements-DistributeBusinessRulesFHIR.json	837	13	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	25	0	0	0	0	0	0
fsh-generated/resources/Requirements-DistributePKIMaterial.json	600	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	1	0	0
fsh-generated/resources/Requirements-DistributePKIMaterialAPI.json	828	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	33	0	0	0	0	0	0
fsh-generated/resources/Requirements-DistributePKIMaterialDID.json	825	7	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	31	24	0	0	0	0	0	0
