"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVBHTSvisit","HIVBHTSvisit","","","",0,*,"","","","null {[]} {[]}
","HIV.B HTS visit","This tab describes the data that are collected during the HIV Testing services visit workflow (HIV.B)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVBHTSvisit.reasonForVisit","HIVBHTSvisit.reasonForVisit","","","",1,*,"","","","Coding {[]} {[]}
","Reason for visit","Reason for HIV testing services visit","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE1","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE1
",,,,"HIVBHTSvisit.reasonForVisit",1,*,"",""
"HIVBHTSvisit.referredThroughPartnerServices","HIVBHTSvisit.referredThroughPartnerServices","","","",1,*,"","","","Coding {[]} {[]}
","Referred through partner services","Client reported coming to the facility after receiving a provider-assisted referral or patient referral from a contact or partner","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE5","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE5
",,,,"HIVBHTSvisit.referredThroughPartnerServices",1,*,"",""
"HIVBHTSvisit.typeOfContactOrPartnerForPartnerServices","HIVBHTSvisit.typeOfContactOrPartnerForPartnerServices","","","",0,*,"","","","Coding {[]} {[]}
","Type of contact or partner for partner services","Client's relationship to the person that referred the client for partner services or family services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE8","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE8
",,,,"HIVBHTSvisit.typeOfContactOrPartnerForPartnerServices",0,*,"",""
"HIVBHTSvisit.contactWithAndSuspectedExposureToHiv","HIVBHTSvisit.contactWithAndSuspectedExposureToHiv","","","",1,1,"","","","boolean {[]} {[]}
","Contact with and (suspected) exposure to HIV","When the client is reported to have had suspected exposure to HIV","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE13
",,,,"HIVBHTSvisit.contactWithAndSuspectedExposureToHiv",1,1,"",""
"HIVBHTSvisit.dateTimeOfSuspectedExposureToHiv","HIVBHTSvisit.dateTimeOfSuspectedExposureToHiv","","","",0,1,"","","","dateTime {[]} {[]}
","Date/time of suspected exposure to HIV","Date and time when the client had suspected exposure to HIV","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE14
",,,,"HIVBHTSvisit.dateTimeOfSuspectedExposureToHiv",0,1,"",""
"HIVBHTSvisit.testingEntryPoint","HIVBHTSvisit.testingEntryPoint","","","",1,1,"","","","Coding {[]} {[]}
","Testing entry point","Whether testing is happening in the community or at a facility","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE15","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE15
",,,,"HIVBHTSvisit.testingEntryPoint",1,1,"",""
"HIVBHTSvisit.entryPointForCommunityLevelTesting","HIVBHTSvisit.entryPointForCommunityLevelTesting","","","",0,1,"","","","Coding {[]} {[]}
","Entry point for community-level testing","Specific point in the community where testing is happening","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE18","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE18
",,,,"HIVBHTSvisit.entryPointForCommunityLevelTesting",0,1,"",""
"HIVBHTSvisit.entryPointForFacilityLevelTesting","HIVBHTSvisit.entryPointForFacilityLevelTesting","","","",0,1,"","","","Coding {[]} {[]}
","Entry point for facility-level testing","Specific point where testing is happening at a facility","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE22","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE22
",,,,"HIVBHTSvisit.entryPointForFacilityLevelTesting",0,1,"",""
"HIVBHTSvisit.currentlyPregnant","HIVBHTSvisit.currentlyPregnant","","","",0,1,"","","","boolean {[]} {[]}
","Currently pregnant","Client is currently pregnant","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE29
",,,,"HIVBHTSvisit.currentlyPregnant",0,1,"",""
