URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/HivPatient,StructureDefinition/HivInfantPatient,StructureDefinition/HivMother","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/HivPatient,StructureDefinition/HivInfantPatient,StructureDefinition/HivMother","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/HivPatient,StructureDefinition/HivInfantPatient,StructureDefinition/HivMother","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-actuality,4.0.1,draft,"2.16.840.1.113883.4.642.3.831",AdverseEventActuality,AdverseEventActuality,"Overall nature of the adverse event, e.g. real or potential.","StructureDefinition/HivVmmcAdverseEvent","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.833",AdverseEventCategory,AdverseEventCategory,"Overall categorization of the event, e.g. product-related or situational.","StructureDefinition/HivVmmcAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-assess,4.0.1,draft,"2.16.840.1.113883.4.642.3.840",AdverseEventCausalityAssessment,AdverseEventCausalityAssessment,"Codes for the assessment of whether the entity caused the event.","StructureDefinition/HivVmmcAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.842",AdverseEventCausalityMethod,AdverseEventCausalityMethod,"TODO.","StructureDefinition/HivVmmcAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.836",AdverseEventOutcome,AdverseEventOutcome,"TODO (and should this be required?).","StructureDefinition/HivVmmcAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-seriousness,4.0.1,draft,"2.16.840.1.113883.4.642.3.838",AdverseEventSeriousness,AdverseEventSeriousness,"Overall seriousness of this event for the patient.","StructureDefinition/HivVmmcAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.844",AdverseEventSeverity,AdverseEventSeverity,"The severity of the adverse event itself, in direct relation to the subject.","StructureDefinition/HivVmmcAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.835",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all SNOMED CT Clinical Findings.","StructureDefinition/HivVmmcAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/HcvViralLoadTest,StructureDefinition/HivStatusCondition,StructureDefinition/HivCervicalCancerScreening,StructureDefinition/HivInvasiveCervicalCancerTreatment,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivHivTest,StructureDefinition/ChildDeliveryObservation,StructureDefinition/HivCondition,StructureDefinition/HivVmmcProcedure,StructureDefinition/HivLabTestObservation,StructureDefinition/HivKeyPopulation,StructureDefinition/HivGonorhoeaTest,StructureDefinition/HivStatusObservation,StructureDefinition/HivElevatedHivAcquisitionRiskCondition,StructureDefinition/HivPreventionIntervention,StructureDefinition/HivTreatmentProcedure,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivHcvTestD,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivLabTestSpecimen,StructureDefinition/HivHBsAgTestD,StructureDefinition/HivHcvTest,StructureDefinition/HivLabTestServiceRequest,StructureDefinition/HivHcvViralLoadTest,StructureDefinition/HivStiServices,StructureDefinition/HivHBsAgTest","SCT"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/HivCondition,StructureDefinition/HivStatusCondition,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivElevatedHivAcquisitionRiskCondition","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/HivCondition,StructureDefinition/HivStatusCondition,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivElevatedHivAcquisitionRiskCondition","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/HivPepBackboneAlternativeTreatment,StructureDefinition/HivTreatment,StructureDefinition/HivAltPepBackbonePrescription,StructureDefinition/HivAntiRetroviralTreatment,StructureDefinition/HivTreatmentProcedure,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivInvasiveCervicalCancerTreatment,StructureDefinition/HivPepThirdPreferredTreatment,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivCurrentPrepRegimenPrescription,StructureDefinition/HivGonorrhoeaTreatment,StructureDefinition/HivCondition,StructureDefinition/HivVmmcProcedure,StructureDefinition/HivAltThirdPepPrescription,StructureDefinition/HivTreatmentMedicationStatement,StructureDefinition/HivPepThirdAlternativeTreatment,StructureDefinition/HivHcvTreatment,StructureDefinition/HivPrepTreatment,StructureDefinition/HivStiServices,StructureDefinition/HivOnArt,StructureDefinition/HivTreatmentMedicationRequest,StructureDefinition/HivElevatedHivAcquisitionRiskCondition,StructureDefinition/HivPepBackbonePreferredTreatment","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/HivCondition,StructureDefinition/HivStatusCondition,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivElevatedHivAcquisitionRiskCondition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/HivCondition,StructureDefinition/HivStatusCondition,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivElevatedHivAcquisitionRiskCondition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/HivCondition,StructureDefinition/HivStatusCondition,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivElevatedHivAcquisitionRiskCondition","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/HivCondition,StructureDefinition/HivStatusCondition,StructureDefinition/HivElevatedRiskForAcquisition,StructureDefinition/HivPregnancyCondition,StructureDefinition/HivInvasiveCervicalCancerDiagnosis,StructureDefinition/HivSyndromeStiDiagnosis,StructureDefinition/HivElevatedHivAcquisitionRiskCondition","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/HcvViralLoadTest,StructureDefinition/HivPreventionIntervention,StructureDefinition/HivCervicalCancerScreening,StructureDefinition/HivHcvTestD,StructureDefinition/HivHivTest,StructureDefinition/ChildDeliveryObservation,StructureDefinition/HivHBsAgTestD,StructureDefinition/HivHcvTest,StructureDefinition/HivLabTestObservation,StructureDefinition/HivKeyPopulation,StructureDefinition/HivGonorhoeaTest,StructureDefinition/HivHcvViralLoadTest,StructureDefinition/HivHBsAgTest,StructureDefinition/HivStatusObservation","THO"
http://hl7.org/fhir/ValueSet/device-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.425",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/HivVmmcProcedure,StructureDefinition/HivTreatmentProcedure,StructureDefinition/HivInvasiveCervicalCancerTreatment,StructureDefinition/HivStiServices","SCT"
http://hl7.org/fhir/ValueSet/device-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.208",FHIRDeviceTypes,FHIR Device Types,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/HivVmmcProcedure,StructureDefinition/HivTreatmentProcedure,StructureDefinition/HivInvasiveCervicalCancerTreatment,StructureDefinition/HivStiServices","SCT"
